Date,Close,Open,High,Low,Volume,Change_pct
12.4.2024,118.5,119.8,120,118.15,235660,-0.17%
11.4.2024,118.7,115.25,121,115.25,539570,3.22%
10.4.2024,115,117.6,118.7,114.2,306000,-1.79%
9.4.2024,117.1,117.5,119.8,116.7,373870,0.09%
8.4.2024,117,116.7,117,115.7,193070,0.82%
5.4.2024,116.05,115.5,117.2,114.4,372070,-0.73%
4.4.2024,116.9,114.2,117.35,114.2,354940,2.54%
3.4.2024,114,116,116.5,113.5,436710,-1.43%
2.4.2024,115.65,118.9,124.1,115.65,1690000,-1.07%
28.3.2024,116.9,115.7,117,114.6,558610,1.30%
27.3.2024,115.4,113.4,115.9,112.85,315280,2.12%
26.3.2024,113,114.8,115.25,112.4,522710,-1.99%
25.3.2024,115.3,114.9,116.25,113.85,243560,0.35%
22.3.2024,114.9,114,116.6,113.25,273890,0.52%
21.3.2024,114.3,115,115.15,112.15,308210,1.24%
20.3.2024,112.9,111.5,113.5,110.7,234730,1.62%
19.3.2024,111.1,112.5,113.2,109.45,282810,-1.24%
18.3.2024,112.5,116.9,117.9,111.15,557820,-3.14%
15.3.2024,116.15,118,118.95,113.85,963580,-1.44%
14.3.2024,117.85,116.5,119.1,116.1,458570,1.16%
13.3.2024,116.5,117.75,118.15,115.6,340740,-0.98%
12.3.2024,117.65,117.2,119.65,115.4,863120,0.47%
11.3.2024,117.1,112.1,117.85,111.5,921370,5.78%
8.3.2024,110.7,108.5,111.1,105.6,425120,2.74%
7.3.2024,107.75,106.95,109.9,105.55,268900,0.70%
6.3.2024,107,105.7,107.35,105.5,151200,1.52%
5.3.2024,105.4,105.95,107,104.25,173830,-0.47%
4.3.2024,105.9,110.35,111.15,105.9,329820,-4.03%
1.3.2024,110.35,110,111.65,109.1,147170,0.59%
29.2.2024,109.7,110.9,112.1,109.55,363040,-1.26%
28.2.2024,111.1,115.3,115.3,110.9,278650,-3.64%
27.2.2024,115.3,113.9,115.75,113.1,211440,1.23%
26.2.2024,113.9,114.8,115,112.65,160780,-0.83%
23.2.2024,114.85,115.45,116.25,114.1,222240,-0.52%
22.2.2024,115.45,114.2,115.55,114.2,264750,1.72%
21.2.2024,113.5,115,116.35,113.4,494350,-1.09%
20.2.2024,114.75,113.5,114.85,110.65,468420,0.57%
19.2.2024,114.1,113.3,115.3,112.5,329350,-0.35%
16.2.2024,114.5,113.75,115,112.8,334890,0.66%
15.2.2024,113.75,110.3,115.05,109,524820,3.13%
14.2.2024,110.3,109.25,110.8,108.95,203120,0.91%
13.2.2024,109.3,113.2,113.3,108.75,320700,-3.57%
12.2.2024,113.35,111.1,114.3,111,304140,1.93%
9.2.2024,111.2,109,111.45,109,212740,1.09%
8.2.2024,110,109,111.15,108,493500,1.57%
7.2.2024,108.3,108.35,109.35,107.35,278600,-0.05%
6.2.2024,108.35,109.45,109.45,107.1,240260,-0.55%
5.2.2024,108.95,104.45,109.7,104.45,491630,4.56%
2.2.2024,104.2,105.05,106.55,103.7,225100,-0.57%
1.2.2024,104.8,103.65,105.6,103.65,202700,0.05%
31.1.2024,104.75,103.95,105.2,102.55,274880,0.92%
30.1.2024,103.8,105,106.05,103.7,316220,-1.14%
29.1.2024,105,105.35,105.65,103.75,185960,-0.14%
26.1.2024,105.15,106.35,106.6,103.65,232330,-1.13%
25.1.2024,106.35,105.5,107,102.65,478910,0.81%
24.1.2024,105.5,104.2,105.65,104.05,304590,1.69%
23.1.2024,103.75,103.8,108.6,100.8,466630,2.17%
22.1.2024,101.55,100.05,101.55,99.64,248630,2.37%
19.1.2024,99.2,100.5,101.45,97.76,506060,-0.70%
18.1.2024,99.9,100.8,102,97.1,594220,-0.10%
17.1.2024,100,104.9,105.1,100,651060,-4.76%
16.1.2024,105,106.6,106.95,104.85,315850,-1.55%
15.1.2024,106.65,107.95,108,105.5,259070,-1.25%
12.1.2024,108,108,109.85,107.15,230380,0.37%
11.1.2024,107.6,111.2,111.8,107.6,385540,-3.24%
10.1.2024,111.2,111.35,113.15,110.45,199370,-0.22%
9.1.2024,111.45,110.25,111.5,109.65,225120,1.09%
8.1.2024,110.25,110.8,111,109.25,133250,-0.77%
5.1.2024,111.1,112.05,112.05,107.65,509910,-1.02%
4.1.2024,112.25,111.65,112.5,110,211880,0.54%
3.1.2024,111.65,111.85,112,108.4,390530,-0.22%
2.1.2024,111.9,115.05,115.85,109.95,399400,-2.70%
29.12.2023,115,115.7,116.4,114.9,164250,-0.61%
28.12.2023,115.7,115.75,117.55,115.2,268860,0.61%
27.12.2023,115,116.5,116.9,114.6,357760,-1.29%
22.12.2023,116.5,116,116.8,114.7,303530,0.43%
21.12.2023,116,115.25,117.1,114.4,320410,0.00%
20.12.2023,116,117,118.75,116,260050,-0.43%
19.12.2023,116.5,115.3,118.8,114.5,424430,1.04%
18.12.2023,115.3,114.4,115.35,112.3,450390,0.79%
15.12.2023,114.4,114.1,115.45,113.05,755120,0.35%
14.12.2023,114,113.95,114.8,113.1,281550,1.02%
13.12.2023,112.85,113.3,113.7,112.4,230770,-0.40%
12.12.2023,113.3,114.35,114.6,112.35,173020,-0.48%
11.12.2023,113.85,112.15,114.75,111.65,415340,1.52%
8.12.2023,112.15,108.25,112.2,108.25,381750,3.60%
7.12.2023,108.25,108.5,109.5,107.65,261480,-0.23%
6.12.2023,108.5,107.85,109.9,107.75,238780,0.70%
5.12.2023,107.75,106.75,109.1,106.4,486950,0.98%
4.12.2023,106.7,110.45,111,106.05,668540,-3.87%
1.12.2023,111,107.3,111.45,106.65,414060,1.98%
30.11.2023,108.85,105,110,104.85,693060,4.46%
29.11.2023,104.2,115,115.65,104.15,1150000,-3.47%
28.11.2023,107.95,109.45,109.6,106.85,384130,-1.51%
27.11.2023,109.6,112.4,114.15,109.6,199040,-2.10%
24.11.2023,111.95,110.5,112.4,109.45,132680,1.40%
23.11.2023,110.4,113.85,114,110.4,221120,-3.03%
22.11.2023,113.85,113,114.95,111.6,211040,0.57%
21.11.2023,113.2,114.65,115.7,113.15,186650,-0.57%
20.11.2023,113.85,113.85,117.95,113.5,342440,0.62%
17.11.2023,113.15,112.6,113.65,112,164060,0.49%
16.11.2023,112.6,114.2,114.95,111.5,309440,-1.23%
15.11.2023,114,114.3,116.45,111.6,424390,-0.09%
14.11.2023,114.1,107.05,114.35,103.3,555080,5.94%
13.11.2023,107.7,109.5,110.1,107.4,194100,-1.37%
10.11.2023,109.2,110,110,108.2,204040,-0.73%
9.11.2023,110,108.25,111,106.8,190800,1.62%
8.11.2023,108.25,109,110.5,107.6,125940,-1.14%
7.11.2023,109.5,109.5,110,106.8,210180,-0.09%
6.11.2023,109.6,110.9,111.85,108.8,243420,-0.36%
3.11.2023,110,109,110.6,106.95,339610,1.52%
2.11.2023,108.35,106.5,108.35,105.3,494550,3.19%
31.10.2023,105,105.5,106.7,105,214820,0.00%
30.10.2023,105,107.4,108.9,105,226760,-1.59%
27.10.2023,106.7,106.6,109,106.2,255270,0.14%
26.10.2023,106.55,105.25,107.85,103.9,336990,0.90%
25.10.2023,105.6,104.4,106.2,103.5,406030,1.88%
24.10.2023,103.65,103.45,105.45,103.1,236360,0.19%
23.10.2023,103.45,104.75,105.2,102.85,258680,-1.10%
20.10.2023,104.6,105,106.35,103.55,233000,-0.52%
19.10.2023,105.15,104.4,105.9,103.7,201900,0.72%
18.10.2023,104.4,105.45,107.8,103.4,486760,-0.90%
17.10.2023,105.35,101.75,105.95,101.05,451950,3.64%
16.10.2023,101.65,108,108.25,101.5,21240,-4.01%
13.10.2023,105.9,105.5,108.15,104.55,397780,0.33%
12.10.2023,105.55,111,111.6,105.4,496070,-3.78%
11.10.2023,109.7,114,114,108.25,410230,-2.32%
10.10.2023,112.3,110.8,115.2,110.35,482900,2.51%
9.10.2023,109.55,107.35,111.1,104.2,504620,1.81%
6.10.2023,107.6,118.55,118.65,106.25,1250000,-9.39%
5.10.2023,118.75,126.65,128.5,118.2,613000,-6.16%
4.10.2023,126.55,128,130.75,125.45,450000,-1.98%
3.10.2023,129.1,120.45,130.65,120,719960,6.87%
2.10.2023,120.8,126.3,126.55,120.45,366470,-3.51%
29.9.2023,125.2,124.2,127.3,123.1,529600,1.21%
28.9.2023,123.7,135,135,121.55,1150000,-8.37%
27.9.2023,135,140,142,134.4,548710,-4.32%
26.9.2023,141.1,149,149.85,138.2,715130,-5.56%
25.9.2023,149.4,150.65,155.8,148.95,394340,0.47%
22.9.2023,148.7,148.9,150.6,146.1,220420,0.07%
21.9.2023,148.6,156.3,158.45,147.7,430890,-2.88%
20.9.2023,153,149.8,154.45,148.6,248490,3.10%
19.9.2023,148.4,155.2,155.2,147.3,384650,-3.20%
18.9.2023,153.3,154.95,156.4,152.85,208030,-0.62%
